ProductName,Price,Image,OS,Processor,Graphics,Display,Memory ,Storage
Nitro V 16 Gaming Laptop - ANV16-41-R2R4,$999.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-aspire-vero-av16-51p-51pt-with-fingerprint-with-backlit-cobblestone-gray-08-1000x1000_nx.kw9aa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,Intel Core i7-13700H,Intel Iris Xe Graphics shared memory,"14"" WQXGA (2560 x 1600) 16:10 IPS 60 Hz Touchscreen",16 GB LPDDR5,1 TB SSD
Swift 14 Laptop - SF14-71T-74RF,$1 399.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-aspire-vero-av16-51p-51pt-with-fingerprint-with-backlit-cobblestone-gray-09-1000x1000_nx.kw9aa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,AMD Ryzen 7 7840HS,NVIDIA GeForce RTX 4060 (Laptop GPU),"16"" WUXGA (1920 x 1200) IPS display with NVIDIA G-SYNC & Advanced Optimus",16 GB Standard,512 GB SSD
Nitro 16 Gaming Laptop - AN16-41-R1WE,$999.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-travelmate-p4_tmp414-51-51g_fp-backlit_light-wallpaper-win11-01-1000x1000_nx.vp2aa.003.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Pro,Intel Core i7-1165G7,Intel Iris Xe Graphics shared memory,"14"" Full HD (1920 x 1080) 16:9",16 GB DDR4 SDRAM,512 GB SSD
Travelmate P2 Laptop - TMP214-53-78NG,$1 399.99,https://static-ecpa.acer.com/media/catalog/product/t/r/travelmatep4-tmp41451-ir_fpirbl_02a-1000x1000_nx.vp2aa.003.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 10 Pro,Intel Core i7-1255U,Intel Iris Xe Graphics shared memory,"14"" Full HD (1920 x 1080) 16:9 60 Hz",16 GB DDR4 SDRAM,512 GB SSD
Travelmate P2 Laptop - TMP214-54-788C,$999.99,https://static-ecpa.acer.com/media/catalog/product/t/r/travelmatep4-tmp41451-ir_fpirbl_03a-1000x1000_nx.vp2aa.003.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,AMD Ryzen 7 7840HS,NVIDIA GeForce RTX 3050 (6 GB memory),"16"" WQXGA (2560 x 1600) IPS 165 Hz",16 GB Standard,1 TB SSD
Swift X 16 Laptop - SFX16-61G-R9VD,$999.99,https://static-ecpa.acer.com/media/catalog/product/t/r/travelmatep4-tmp41451-ir_fpirbl1_04a-1000x1000_nx.vp2aa.003.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,AMD Ryzen 5 7640HS,NVIDIA GeForce RTX 4050 (6 GB dedicated),"16"" WUXGA (1920 x 1200) IPS with NVIDIA G-SYNC & Advanced Optimus",8 GB Standard,512 GB SSD
Nitro 16 Gaming Laptop - AN16-41-R148,$999.99,https://static-ecpa.acer.com/media/catalog/product/t/r/travelmatep4-tmp41451-ir_fpirbl_05-1000x1000_nx.vp2aa.003.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Pro,Intel Core i5-1135G7,Intel Iris Xe Graphics shared memory,"14"" Full HD (1920 x 1080) 16:9 60 Hz",16 GB DDR4 SDRAM,512 GB SSD
TravelMate P4 Laptop - TMP414-51-56E0,$1 249.99,https://static-ecpa.acer.com/media/catalog/product/t/r/travelmatep4-tmp41451-ir_fpirbl_06-1000x1000_nx.vp2aa.003.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,Intel Core Ultra 7 155H,Intel ARC Graphics shared memory,"14"" WUXGA (1920 x 1200) 16:10 IPS 60 Hz Touchscreen",16 GB LPDDR5X,512 GB SSD
Swift Go 14 Laptop - SFG14-72T-718K,$999.99,https://static-ecpa.acer.com/media/catalog/product/t/r/travelmatep4-tmp41451-ir_fpirbl_07-1000x1000_nx.vp2aa.003.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,Intel Core i7-13620H,NVIDIA GeForce RTX 4060 (8 GB dedicated),"15.6"" Full HD (1920 x 1080) 16:9 IPS 165 Hz",16 GB DDR5 SDRAM,1 TB SSD
Nitro V 15 Gaming Laptop - ANV15-51-77SY,$999.99,https://static-ecpa.acer.com/media/catalog/product/t/r/travelmatep4-tmp41451-ir_fpirbl_08-1000x1000_nx.vp2aa.003.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,AMD Ryzen 7 8840U,AMD Radeon Graphics shared memory,"16"" WQXGA+ (3200 x 2000) 16:10 CineCrystal (Glare) 120 Hz",16 GB LPDDR5,1 TB SSD
Swift Edge 16 Laptop - SFE16-44-R8HM,$999.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-go-14-sfg14-73-with-fingerprint-with-backlit-on-wp-start-screen-pure-silver-01-1000x1000_nx.ksmaa.002.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,Intel Core Ultra 9 185H Hexadeca-core 2.30 GHz,"NVIDIA GeForce RTX 4070, 8 GB dedicated memory","16"" WQXGA+ (3200 x 2000), IPS, 165 Hz",32 GB LPDDR5X,1 TB SSD
Travelmate P4 Laptop - TMP414-41-R854,$999.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-go-14-sfg14-73-with-fingerprint-with-backlit-wp-pure-silver-02-1000x1000_nx.ksmaa.002.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"AMD Ryzen 7 8840U, Octa-core 3.30 GHz","AMD Radeon Graphics, Shared","16"" WQXGA+ (3200 x 2000), 16:10, 120 Hz",16 GB LPDDR5,1 TB SSD
Swift 14 AI Laptop - SF14-11-X128,$1 099.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-go-14-sfg14-73-with-fingerprint-with-backlit-wp-pure-silver-03-1000x1000_nx.ksmaa.002.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Pro,"AMD Ryzen 5 PRO 6650U, Hexa-core 2.90 GHz","AMD Radeon 660M, Shared","14"" WUXGA (1920 x 1200), 16:10, 60 Hz",16 GB DDR5 SDRAM,512 GB SSD
TravelMate P4 Laptop - TMP414-51-781T,$999.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-go-14-sfg14-73-with-fingerprint-with-backlit-on-wp-pure-silver-04-1000x1000_nx.ksmaa.002.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Qualcomm Snapdragon X Plus, Deca-core 3.40 GHz","Qualcomm Adreno, Shared","14.5"" WQXGA (2560 x 1600), 16:10, IPS, 120 Hz",16 GB LPDDR5X,1 TB SSD
TravelMate P4 Laptop - TMP416-41-R6Y5,$1 299.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-go-14-sfg14-73-with-fingerprint-with-backlit-pure-silver-05-1000x1000_nx.ksmaa.002.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Pro,"Intel Core i7-1165G7, Quad-core 2.80 GHz","Intel Iris Xe, Shared","14"" Full HD (1920 x 1080), 16:9",16 GB DDR4 SDRAM,512 GB SSD
Swift 14 AI Laptop - SF14-11T-X6DD,$999.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-go-14-sfg14-73-with-fingerprint-with-backlit-pure-silver-06-1000x1000_nx.ksmaa.002.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Pro,"AMD Ryzen 5 PRO 6650U, Hexa-core 2.90 GHz","AMD Radeon 660M, Shared","16"" WUXGA (1920 x 1200), 16:10, 60 Hz",16 GB DDR5 SDRAM,512 GB SSD
TravelMate P4 Laptop - TMP414-41-R923,$1 049.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-go-14-sfg14-73-with-fingerprint-with-backlit-pure-silver-08-1000x1000_nx.ksmaa.002.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Qualcomm Oryon, Deca-core 3.40 GHz","Qualcomm Adreno, Shared","14.5"" WQXGA (2560 x 1600), 16:10, IPS, 120 Hz, Touch",16 GB LPDDR5X,1 TB SSD
Nitro 17 Gaming Laptop - AN17-42-R61S,$1 049.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-go-14-sfg14-73-with-fingerprint-with-backlit-pure-silver-09-1000x1000_nx.ksmaa.002.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Pro,"AMD Ryzen 7 PRO 6850U, Octa-core 2.70 GHz","AMD Radeon Graphics, Shared","14"" WUXGA (1920 x 1200), 16:10, 60 Hz",16 GB DDR5 SDRAM,512 GB SSD
Nitro 17 Gaming Laptop - AN17-72-56FS,$1 099.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-nitro-v-15-anv15-51-non-fingerprint-with-backlit-on-wp-black-01-1000x1000_nh.qn8aa.003.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"AMD Ryzen 5 8645HS, Hexa-core 4.30 GHz","NVIDIA GeForce RTX 4050, 6 GB","17.3"" Full HD (1920 x 1080), 16:10, IPS, 165 Hz",16 GB DDR5 SDRAM,512 GB SSD
Nitro 14 Gaming Laptop - AN14-41-R74Z,$1 249.99,https://static-ecpa.acer.com/media/catalog/product/n/i/nitro-14-an14-41-non-fingerprint-3-zone-backlit-on-wp-black-01-1000x1000_nh.qqlaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core i5-14450HX, Deca-core 2.40 GHz","NVIDIA GeForce RTX 4050, 6 GB","17.3"" Full HD (1920 x 1080), 16:9, IPS, 165 Hz",16 GB DDR5 SDRAM,512 GB SSD
Swift X 14 Laptop - SFX14-72G-77DZ,$1 299.99,https://static-ecpa.acer.com/media/catalog/product/n/i/nitro-14-an14-41-non-fingerprint-3-zone-backlit-on-wp-black-02-1000x1000_nh.qqlaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"AMD Ryzen 7 8845HS, Octa-core 3.80 GHz","NVIDIA GeForce RTX 4060, 8 GB","14.5"" WUXGA (1920 x 1200), 16:10, IPS, 120 Hz",16 GB LPDDR5X,512 GB SSD
Swift X 14 Laptop - SFX14-71G-76LC,$1 499.99,https://static-ecpa.acer.com/media/catalog/product/n/i/nitro-14-an14-41-non-fingerprint-3-zone-backlit-on-wp-black-03-1000x1000_nh.qqlaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core Ultra 7 155H, Hexadeca-core","NVIDIA GeForce RTX 4050, 6 GB","14.5"" WQXGA+ (2880 x 1800), 16:10, 120 Hz",16 GB LPDDR5X,512 GB SSD
Nitro 16 Gaming Laptop - AN16-41-R5KC,$1 299.99,https://static-ecpa.acer.com/media/catalog/product/n/i/nitro-14-an14-41-non-fingerprint-3-zone-backlit-on-wp-black-04-1000x1000_nh.qqlaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core i7-13700H, Tetradeca-core 2.40 GHz","NVIDIA GeForce RTX 4050, 6 GB","14.5"" WQXGA+ (2880 x 1800), 16:10, 120 Hz",16 GB LPDDR5,1 TB SSD
Nitro 17 Gaming Laptop - AN17-72-734A,$1 799.99,https://static-ecpa.acer.com/media/catalog/product/n/i/nitro-14-an14-41-non-fingerprint-3-zone-backlit-on-black-05-1000x1000_nh.qqlaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"AMD Ryzen 9 7940HS, Octa-core 5.2 GHz","NVIDIA GeForce RTX 4070, 8 GB","16"" WQXGA (2560 x 1600), 16:10, IPS",16 GB Standard Memory,1 TB SSD
Predator Triton Neo 16 Gaming Laptop - PTN16-51-74QK,$1 399.99,https://static-ecpa.acer.com/media/catalog/product/n/i/nitro-14-an14-41-non-fingerprint-3-zone-backlit-black-06-1000x1000_nh.qqlaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core i7-14650HX, Hexadeca-core","NVIDIA GeForce RTX 4060, 8 GB","17.3"" Full HD (1920 x 1080), 16:9, IPS, 165 Hz",16 GB DDR5 SDRAM,1 TB SSD
Predator Helios Neo 16 Gaming Laptop - PHN16-72-72HZ,$1 399.99,https://static-ecpa.acer.com/media/catalog/product/n/i/nitro-14-an14-41-non-fingerprint-3-zone-backlit-black-08-1000x1000_nh.qqlaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core Ultra 7 155H, Hexadeca-core 1.40 GHz","NVIDIA GeForce RTX 4050, 6 GB","16"" WQXGA (2560 x 1600), 16:10, IPS, 240 Hz",16 GB LPDDR5X,1 TB SSD
Swift X 16 Laptop - SFX16-61G-R4J6,$1 449.99,https://static-ecpa.acer.com/media/catalog/product/n/i/nitro-14-an14-41-non-fingerprint-3-zone-backlit-black-09-1000x1000_nh.qqlaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core i7-14650HX, Hexadeca-core","NVIDIA GeForce RTX 4060, 8 GB","16"" WUXGA (1920 x 1200), 16:10, IPS, 165 Hz",16 GB DDR5 SDRAM,1 TB SSD
Predator Helios Neo 18 Gaming Laptop - PHN18-71-71NG,$1 449.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-72g-with-fingerprint-with-backlit-on-wp-start-screen-steel-gray-01-1000x1000_nx.kr7aa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"AMD Ryzen 9 7940HS, Octa-core","NVIDIA GeForce RTX 4050, 8 GB","16"" WQXGA+ (3200 x 2000), OLED",16 GB Standard Memory,1 TB SSD
Swift X 14 Laptop - SFX14-72G-77NJ,$1 599.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-72g-with-fingerprint-with-backlit-on-wp-steel-gray-01-1000x1000_nx.kr7aa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core i7-14650HX, Hexadeca-core 2.20 GHz","NVIDIA GeForce RTX 4060, 8 GB","18"" WUXGA (1920 x 1200), 16:10, IPS, 165 Hz",16 GB DDR5 SDRAM,1 TB SSD
Predator Triton Neo 16 Gaming Laptop - PTN16-51-71DY,$1 499.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-72g-with-fingerprint-with-backlit-wp-steel-gray-02-1000x1000_nx.kr7aa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core Ultra 7 155H, Hexadeca-core 1.40 GHz","NVIDIA GeForce RTX 4060, 8 GB","14.5"" WQXGA+ (2880 x 1800), 16:10, 120 Hz",16 GB LPDDR5X,1 TB SSD
Swift X 14 Laptop - SFX14-72G-7422,$1 499.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-72g-with-fingerprint-with-backlit-wp-steel-gray-03-1000x1000_nx.kr7aa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core Ultra 7 155H, Hexadeca-core","NVIDIA GeForce RTX 4060, 8 GB","16"" WQXGA (2560 x 1600), 16:10, IPS, 240 Hz",16 GB LPDDR5X,1 TB SSD
Predator Helios 18 Gaming Laptop - PH18-71-756U,$1 499.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-72g-with-fingerprint-with-backlit-on-wp-steel-gray-04-1000x1000_nx.kr7aa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core Ultra 7 155H, Hexadeca-core","NVIDIA GeForce RTX 4070, 8 GB","14.5"" WQXGA+ (2880 x 1800), 16:10, 120 Hz",32 GB LPDDR5X,1 TB SSD
Predator Helios Neo 16 Gaming Laptop - PHN16-72-75NK,$1 549.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-72g-with-fingerprint-with-backlit-steel-gray-05-1000x1000_nx.kr7aa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core i7-13700HX, Hexadeca-core 2.10 GHz","NVIDIA GeForce RTX 4060, 8 GB","18"" WUXGA (1920 x 1200), 16:10, 165 Hz",16 GB DDR5 SDRAM,1 TB SSD
Nitro 5 Gaming Laptop - AN515-58-74TL,$1 699.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-72g-with-fingerprint-with-backlit-steel-gray-06-1000x1000_nx.kr7aa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core i7-14700HX, Icosa-core 2.10 GHz","NVIDIA GeForce RTX 4070, 8 GB","16"" WQXGA (2560 x 1600), 16:10, IPS, 240 Hz",32 GB DDR5 SDRAM,1 TB SSD
Predator Helios Neo 18 Gaming Laptop - PHN18-71-77JT,$1 699.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-72g-with-fingerprint-with-backlit-steel-gray-08-1000x1000_nx.kr7aa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core i7-12700H, Tetradeca-core 2.30 GHz","NVIDIA GeForce RTX 3070Ti, 8 GB","15.6"" QHD (2560 x 1440), 16:9, 165 Hz",16 GB DDR4 SDRAM,512 GB SSD
Predator Helios 16 Gaming Laptop - PH16-72-77KA,$1 699.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-72g-with-fingerprint-with-backlit-steel-gray-09-1000x1000_nx.kr7aa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,"Intel Core i7-14700HX, Icosa-core 2.10 GHz","NVIDIA GeForce RTX 4070, 8 GB","18"" WUXGA (1920 x 1200), 16:10, IPS, 165 Hz",16 GB DDR5 SDRAM,1 TB SSD
Predator Triton Neo 16 Gaming Laptop - PTN16-51-932N,$1 749.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-71g-fingerprint-backlit-on-wallpaper-start-screen-steel-gray-01-1000x1000_nx.kevaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,Intel Core Ultra 9 185H Hexadeca-core 2.30 GHz,"NVIDIA GeForce RTX 4070, 8 GB dedicated memory","16"" WQXGA+ (3200 x 2000), IPS, 165 Hz",32 GB LPDDR5X,1 TB SSD
Predator Helios 16 Gaming Laptop - GeForce RTX 4080 - PH16-71-948L,$1 749.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-71g-fingerprint-backlit-wallpaper-steel-gray-02-1000x1000_nx.kevaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,Intel Core i9-13900HX 2.20 GHz,"NVIDIA GeForce RTX 4080, 12 GB dedicated memory","16"" WQXGA (2560 x 1600), IPS, 240 Hz",32 GB DDR5 SDRAM,1 TB SSD
Predator Helios Neo 18 Gaming Laptop - PHN18-71-99RC,$1 899.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-71g-fingerprint-backlit-wallpaper-steel-gray-03-1000x1000_nx.kevaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,Intel Core i9-14900HX Tetracosa-core (24 Core) 2.20 GHz,"NVIDIA GeForce RTX 4070, 8 GB dedicated memory","18"" WQXGA (2560 x 1600), IPS, 240 Hz",32 GB DDR5 SDRAM,1 TB SSD
Predator Helios 16 Gaming Laptop - PH16-72-96VC,$1 899.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-71g-fingerprint-backlit-wallpaper-steel-gray-04-1000x1000_nx.kevaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,Intel Core i9-14900HX Tetracosa-core (24 Core) 2.20 GHz,"NVIDIA GeForce RTX 4080, 12 GB dedicated memory","16"" WQXGA (2560 x 1600), IPS, 250 Hz",32 GB DDR5 SDRAM,2 TB SSD
Predator Helios 18 Gaming Laptop - PH18-72-90C9,$2 499.99,https://static-ecpa.acer.com/media/catalog/product/a/c/acer-swift-x-14-sfx14-71g-fingerprint-backlit-wallpaper-steel-gray-05-1000x1000_nx.kevaa.001.png?optimize=high&bg-color=255 255 255&fit=bounds&height=320&width=320&canvas=320:320&format=jpeg,Windows 11 Home,Intel Core i9-14900HX Tetracosa-core (24 Core) 2.20 GHz,"NVIDIA GeForce RTX 4090, 16 GB dedicated memory","18"" WQXGA (2560 x 1600), IPS, 250 Hz",32 GB DDR5 SDRAM,2 TB SSD
HP 15-fc0024ca Laptop with 12 months Microsoft 365 Personal & Wireless Mouse,"$1,099.99",https://www.hp.com/ca-en/shop/Html/Merch/Images/85U40UA-ABL_4_390x286.jpg,Windows 11 Home , AMD Ryzen™ 7 7730U , AMD Radeon™ Graphics , 15.6 FHD , 16 GB RAM , 1 TB SSD 
HP Envy Laptop 17-cr1000ca + HP 3 year Pickup and Return with Accidental Damage Protection for Consumer Notebooks,"$1,485.55",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08524193_390x286.jpg,Windows 11 Home , Intel® Core™ i7 1335U , NVIDIA® GeForce RTX™ 2050 (4 GB) , 17.3 FHD , 16 GB RAM , 1 TB SSD 
HP Laptop 14-em0040ca,$629.99,https://www.hp.com/ca-en/shop/Html/Merch/Images/c02266989_209x189.jpg,Windows 11 Home , AMD Ryzen™ 5 7520U , AMD Radeon™ Graphics , 14 FHD , 8 GB RAM , 512 GB SSD 
HP Laptop 17-cn3010ca,$849.99,https://www.hp.com/ca-en/shop/Html/Merch/Images/962Z9UA-ABL_390x286.jpg,Windows 11 Home , Intel® Core™ i5 1335U , Intel® Iris® Xᵉ Graphics , 17.3 FHD , 8 GB RAM , 1 TB SSD 
HP OmniBook X 14 inch Laptop AI PC - 14-fe0000ca + HP 3 year Pickup and Return with Accidental Damage Protection for Consumer Notebooks,"$1,435.41",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08505298_390x286.jpg,Windows 11 Home , Snapdragon® X Elite X1E-78-100 , Qualcomm® Adreno™ GPU , 14 2.2K Touch screen , 16 GB RAM , 512 GB SSD 
HP EliteBook 840 14 inch G11 Notebook PC,"$2,299.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/7X7B5UA-ABL_390x286.jpg,Windows 11 Pro , Intel® Core™ Ultra 7 165U , Intel® Graphics , 14 WUXGA , 16 GB RAM , 512 GB SSD 
HP EliteBook Ultra 14 inch G1q Laptop AI PC,"$1,999.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/7X979UA-ABL_390x286.jpg,Windows 11 Pro , Snapdragon® X Elite , Qualcomm® Adreno™ GPU , 14 2.2K Touch screen , 16 GB RAM , 512 GB SSD 
HP EliteBook Ultra 14 inch G1q Notebook AI PC,"$1,999.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c09039264_390x286.jpg,Windows 11 Pro , Snapdragon® X Elite , Qualcomm® Adreno™ GPU , 14 2.2K Touch screen , 16 GB RAM , 512 GB SSD 
HP Laptop 15-fd0020ca,$299.99,https://www.hp.com/ca-en/shop/Html/Merch/Images/c02266989_209x189.jpg,Windows 11 Home in S mode , Intel® N-series N100 , Intel® UHD Graphics , 15.6 FHD , 4 GB RAM , 128 GB UFS 
HP Laptop 15-fc0120ca,$609.99,https://www.hp.com/ca-en/shop/Html/Merch/Images/A2PJ5UA-ABL_2_390x286.jpg,Windows 11 Home , AMD Ryzen™ 3 7320U , AMD Radeon™ Graphics , 15.6 FHD , 8 GB RAM , 512 GB SSD 
HP Laptop 15-fc0040ca,"$1,119.99",https://www.hp.com/ca-en/shop/Html/Merch/Images/c02266989_209x189.jpg,Windows 11 Home , AMD Ryzen™ 7 7730U , AMD Radeon™ Graphics , 15.6 FHD , 16 GB RAM , 1 TB SSD 
HP Laptop 15-fc0030ca,"$1,019.99",https://www.hp.com/ca-en/shop/Html/Merch/Images/7P9V5UA-ABL_390x286.jpg,Windows 11 Home , AMD Ryzen™ 5 7520U , AMD Radeon™ Graphics , 15.6 FHD , 16 GB RAM , 1 TB SSD 
HP 15-dy5004ca Laptop with 12 months Microsoft 365 Personal and Wireless Mouse,"$1,199.99",https://www.hp.com/ca-en/shop/Html/Merch/Images/85U36UA-ABL_390x286.jpg,Windows 11 Home in S mode , Intel® Core™ i7 1255U , Intel® Iris® Graphics , 15.6 FHD , 16 GB RAM , 1 TB SSD 
HP Envy Touchscreen Laptop 17-cw1000ca,"$1,839.99",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08893811_390x286.jpg,Windows 11 Home , Intel® Core™ Ultra 7 155U , NVIDIA® GeForce RTX™ 3050 (4 GB) , 17.3 FHD Touch screen , 16 GB RAM , 1 TB SSD 
